year,brand,model,mileage,D_rate,PC
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
2010,LEXUS,RX,70518,4,2
2016,LEXUS,NX,6694,4,2
2008,LEXUS,RX 350,117932,9,2
2013,LEXUS,RX,21466,8,2
2010,LEXUS,RX 450H,92509,2,2
2017,LEXUS,RX 350 F,9895,2,2
2016,LEXUS,GX,20670,5,2
2015,LEXUS,GX 460,25018,5,2
2015,LEXUS,RX,37736,3,2
2016,LEXUS,NX,18978,4,2
2010,LEXUS,RX,79840,6,2
2015,LEXUS,NX,18320,6,2
2016,LEXUS,RX,13932,9,2
2015,LEXUS,NX,22770,7,2
2015,LEXUS,NX,34852,6,2
